,totPurchaseAmt,mediumImageLink,imgFilepath
6005,187000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6006,155000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6007,150000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6008,307326.1,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6009,377391.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6010,219900.0,https://photos.zillowstatic.com/p_c/ISus5w0mgc71ag1000000000.jpg,images/img_6010.jpg
6011,276000.0,https://photos.zillowstatic.com/p_c/ISp9sxwglh3k1d0000000000.jpg,images/img_6011.jpg
6012,195000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6013,100000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6014,215000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6015,303485.0,https://photos.zillowstatic.com/p_c/IS66g2vk3zfyat1000000000.jpg,images/img_6015.jpg
6016,249900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6017,434385.0,https://photos.zillowstatic.com/p_c/ISmmfpykrqw0y70000000000.jpg,images/img_6017.jpg
6018,208150.0,https://photos.zillowstatic.com/p_c/ISh3mqzaqaj8ak1000000000.jpg,images/img_6018.jpg
6019,225000.0,https://photos.zillowstatic.com/p_c/IS88dmlbievxr7.jpg,images/img_6019.jpg
6020,180000.0,https://photos.zillowstatic.com/p_c/IS6ynix9h6j0df.jpg,images/img_6020.jpg
6021,225508.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6022,147000.0,https://photos.zillowstatic.com/p_c/ISmqy6o0z3icib1000000000.jpg,images/img_6022.jpg
6023,250500.0,https://photos.zillowstatic.com/p_c/ISmaivfcbtm2771000000000.jpg,images/img_6023.jpg
6024,235000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6025,211000.0,https://photos.zillowstatic.com/p_c/IS14kyqsowpbn37.jpg,images/img_6025.jpg
6026,279900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6027,325000.0,https://photos.zillowstatic.com/p_c/ISuzorwhkchokj.jpg,images/img_6027.jpg
6028,245000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6029,260000.0,https://photos.zillowstatic.com/p_c/ISuc59q80ea49o1000000000.jpg,images/img_6029.jpg
6030,393000.0,https://photos.zillowstatic.com/p_c/IS6i9lm12jpdg90000000000.jpg,images/img_6030.jpg
6031,173000.0,https://photos.zillowstatic.com/p_c/IS2f87fef660ix1000000000.jpg,images/img_6031.jpg
6032,435000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6033,175000.0,https://photos.zillowstatic.com/p_c/ISt040drvaef341000000000.jpg,images/img_6033.jpg
6034,205000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6035,221000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6036,399900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6037,335000.0,https://photos.zillowstatic.com/p_c/IS3ne11v08xcve1000000000.jpg,images/img_6037.jpg
6038,224000.0,https://photos.zillowstatic.com/p_c/IS2vcl9k1dp7me1000000000.jpg,images/img_6038.jpg
6039,215000.0,https://photos.zillowstatic.com/p_c/IS1qtz0vmkaozab.jpg,images/img_6039.jpg
6040,188900.0,https://photos.zillowstatic.com/p_c/ISqlx5cu8e9yo51000000000.jpg,images/img_6040.jpg
6041,239200.0,https://photos.zillowstatic.com/p_c/ISqh6u96w2dshn1000000000.jpg,images/img_6041.jpg
6042,183000.0,https://photos.zillowstatic.com/p_c/ISa1rupgig830d1000000000.jpg,images/img_6042.jpg
6043,434000.0,https://photos.zillowstatic.com/p_c/ISqxiqb851s8jx1000000000.jpg,images/img_6043.jpg
6044,325000.0,https://photos.zillowstatic.com/p_c/ISdsih8zxqui3r0000000000.jpg,images/img_6044.jpg
6045,187500.0,https://photos.zillowstatic.com/p_c/ISewhfxh1bivjd0000000000.jpg,images/img_6045.jpg
6046,140000.0,https://photos.zillowstatic.com/p_c/ISmu9ew192zqbr1000000000.jpg,images/img_6046.jpg
6047,287800.0,https://photos.zillowstatic.com/p_c/ISq5t7yvjgfsdi0000000000.jpg,images/img_6047.jpg
6048,135000.0,https://photos.zillowstatic.com/p_c/ISmu9ew192zqbr1000000000.jpg,images/img_6048.jpg
6049,306000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6050,211105.0,https://photos.zillowstatic.com/p_c/ISv048bje9f3vp0000000000.jpg,images/img_6050.jpg
6051,160000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6052,350000.0,https://photos.zillowstatic.com/p_c/ISahvkl38s3poh0000000000.jpg,images/img_6052.jpg
6053,350000.0,https://photos.zillowstatic.com/p_c/ISyz1pbfmdk9kv0000000000.jpg,images/img_6053.jpg
6054,249900.0,https://photos.zillowstatic.com/p_c/IS6itsl9gaml8k1000000000.jpg,images/img_6054.jpg
6055,335000.0,https://photos.zillowstatic.com/p_c/ISifvdpt91zcxg1000000000.jpg,images/img_6055.jpg
6056,213900.0,https://photos.zillowstatic.com/p_c/ISu4rwwb4nb2h91000000000.jpg,images/img_6056.jpg
6057,446000.0,https://photos.zillowstatic.com/p_c/ISahnm13xrgv130000000000.jpg,images/img_6057.jpg
6058,19900.0,https://photos.zillowstatic.com/p_c/IS27y1yynswfi61000000000.jpg,images/img_6058.jpg
6059,192500.0,https://photos.zillowstatic.com/p_c/IS2fozbjcnadtq0000000000.jpg,images/img_6059.jpg
6060,194000.0,https://photos.zillowstatic.com/p_c/IS592l8e6mpx9f.jpg,images/img_6060.jpg
6061,320000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6062,388000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6063,244000.0,https://photos.zillowstatic.com/p_c/ISu4vzxtakktyl1000000000.jpg,images/img_6063.jpg
6064,285000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6065,100000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6066,165000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6067,201000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6068,267500.0,https://photos.zillowstatic.com/p_c/ISyv2z0xizyv3t0000000000.jpg,images/img_6068.jpg
6069,206000.0,https://photos.zillowstatic.com/p_c/ISmup2e82o64q81000000000.jpg,images/img_6069.jpg
6070,226000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6071,270000.0,https://photos.zillowstatic.com/p_c/ISa95flk3ykmuh0000000000.jpg,images/img_6071.jpg
6072,275000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6073,228000.0,https://photos.zillowstatic.com/p_c/ISy3xfok8fiod41000000000.jpg,images/img_6073.jpg
6074,224900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6075,105000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6076,188000.0,https://photos.zillowstatic.com/p_c/IS-1x7fr3x49s125.jpg,images/img_6076.jpg
6077,231900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6078,245000.0,https://photos.zillowstatic.com/p_c/ISvkz9pyqtpmbi1000000000.jpg,images/img_6078.jpg
6079,203000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6080,167000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6081,215000.0,https://photos.zillowstatic.com/p_c/ISew9h10xsutk11000000000.jpg,images/img_6081.jpg
6082,200000.0,https://photos.zillowstatic.com/p_c/ISats6ip54z5pc0000000000.jpg,images/img_6082.jpg
6083,325000.0,https://photos.zillowstatic.com/p_c/IS237azewzqv5b1000000000.jpg,images/img_6083.jpg
6084,300000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6085,249000.0,https://photos.zillowstatic.com/p_c/ISifbes0ft1whl0000000000.jpg,images/img_6085.jpg
6086,227000.0,https://photos.zillowstatic.com/p_c/ISl6v2flxe5qid0000000000.jpg,images/img_6086.jpg
6087,136000.0,https://photos.zillowstatic.com/p_c/IS72l731hot6mt1000000000.jpg,images/img_6087.jpg
6088,225000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6089,234900.0,https://photos.zillowstatic.com/p_c/ISugsle34itq6w0000000000.jpg,images/img_6089.jpg
6090,189900.0,https://photos.zillowstatic.com/p_c/ISyfyol5pdx55f0000000000.jpg,images/img_6090.jpg
6091,108000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6092,387500.0,https://photos.zillowstatic.com/p_c/ISyveo0jncvu5f0000000000.jpg,images/img_6092.jpg
6093,280000.0,https://photos.zillowstatic.com/p_c/IS62tpapp53qbg1000000000.jpg,images/img_6093.jpg
6094,10000.0,https://photos.zillowstatic.com/p_c/ISmaybfbc1jp3v1000000000.jpg,images/img_6094.jpg
6095,335000.0,https://photos.zillowstatic.com/p_c/ISe0t22v2hwuk21000000000.jpg,images/img_6095.jpg
6096,247500.0,https://photos.zillowstatic.com/p_c/ISb13kdt3dlnp31000000000.jpg,images/img_6096.jpg
6097,389900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6098,154500.0,https://photos.zillowstatic.com/p_c/ISecufeqova9os0000000000.jpg,images/img_6098.jpg
6099,315000.0,https://photos.zillowstatic.com/p_c/IS2fk41rxryakm0000000000.jpg,images/img_6099.jpg
6100,452000.0,https://photos.zillowstatic.com/p_c/ISyjl94pmlevvx0000000000.jpg,images/img_6100.jpg
6101,395000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6102,171400.0,https://photos.zillowstatic.com/p_c/ISmm3ku4gt4b671000000000.jpg,images/img_6102.jpg
6103,238000.0,https://photos.zillowstatic.com/p_c/ISmygalp1j2ndd1000000000.jpg,images/img_6103.jpg
6104,274900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6105,273000.0,https://photos.zillowstatic.com/p_c/ISmuhwb0v8mrim0000000000.jpg,images/img_6105.jpg
6106,225000.0,https://photos.zillowstatic.com/p_c/ISy3t414ihr1ll0000000000.jpg,images/img_6106.jpg
6107,315000.0,https://photos.zillowstatic.com/p_c/ISi7pn66o0cmr90000000000.jpg,images/img_6107.jpg
6108,150000.0,https://photos.zillowstatic.com/p_c/ISq9s145s79ydg0000000000.jpg,images/img_6108.jpg
6109,172000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6110,273000.0,https://photos.zillowstatic.com/p_c/ISyrb72p0idyw51000000000.jpg,images/img_6110.jpg
6111,349900.0,https://photos.zillowstatic.com/p_c/ISi32nnjnih56x1000000000.jpg,images/img_6111.jpg
6112,222000.0,https://photos.zillowstatic.com/p_c/IS3b52qb9meyat0000000000.jpg,images/img_6112.jpg
6113,134000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6114,229500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6115,250000.0,https://photos.zillowstatic.com/p_c/IS2jf3ckz4xhq01000000000.jpg,images/img_6115.jpg
6116,228000.0,https://photos.zillowstatic.com/p_c/ISmet2wbt8ypvn1000000000.jpg,images/img_6116.jpg
6117,161200.0,https://photos.zillowstatic.com/p_c/ISij2mncut691d0000000000.jpg,images/img_6117.jpg
6118,2000.0,https://photos.zillowstatic.com/p_c/ISyrjhv0kpbp3s1000000000.jpg,images/img_6118.jpg
6119,315900.0,https://photos.zillowstatic.com/p_c/ISu0ov6jgudtsg1000000000.jpg,images/img_6119.jpg
6120,230000.0,https://photos.zillowstatic.com/p_c/IS6msaa5p7ql3z0000000000.jpg,images/img_6120.jpg
6121,455000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6122,415000.0,https://photos.zillowstatic.com/p_c/ISyjl1q8y30z7m1000000000.jpg,images/img_6122.jpg
6123,232000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6124,220000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6125,449000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6126,495000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6127,342500.0,https://photos.zillowstatic.com/p_c/ISmqm5jqeoj3yc0000000000.jpg,images/img_6127.jpg
6128,209900.0,https://photos.zillowstatic.com/p_c/ISmmvtkd1djb7a1000000000.jpg,images/img_6128.jpg
6129,190000.0,https://photos.zillowstatic.com/p_c/ISyv2b6do4dnad0000000000.jpg,images/img_6129.jpg
6130,209000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6131,210000.0,https://photos.zillowstatic.com/p_c/ISewdopencjein1000000000.jpg,images/img_6131.jpg
6132,235000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6133,230000.0,https://photos.zillowstatic.com/p_c/IS1ne9vz6myjaa1000000000.jpg,images/img_6133.jpg
6134,280000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6135,165000.0,https://photos.zillowstatic.com/p_c/ISeglr49tf30721000000000.jpg,images/img_6135.jpg
6136,329900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6137,225000.0,https://photos.zillowstatic.com/p_c/ISeojznmml4zc11000000000.jpg,images/img_6137.jpg
6138,218250.0,https://photos.zillowstatic.com/p_c/ISyn0gm0w3s0bn0000000000.jpg,images/img_6138.jpg
6139,251000.0,https://photos.zillowstatic.com/p_c/ISy3h7vvx995wo0000000000.jpg,images/img_6139.jpg
6140,436000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6141,132000.0,https://photos.zillowstatic.com/p_c/IS2z3hzb01fqkq1000000000.jpg,images/img_6141.jpg
6142,225000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6143,196900.0,https://photos.zillowstatic.com/p_c/ISmywianwgv0fv1000000000.jpg,images/img_6143.jpg
6144,259900.0,https://photos.zillowstatic.com/p_c/IS6azvllh466in1000000000.jpg,images/img_6144.jpg
6145,245000.0,https://photos.zillowstatic.com/p_c/ISwb5pdqzvfr8j.jpg,images/img_6145.jpg
6146,191000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6147,563000.0,https://photos.zillowstatic.com/p_c/ISi7da03vfsvdg1000000000.jpg,images/img_6147.jpg
6148,225000.0,https://photos.zillowstatic.com/p_c/ISyw30u5lnbmoz.jpg,images/img_6148.jpg
6149,282500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6150,192000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6151,199000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6152,249999.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6153,322000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6154,48000.0,https://photos.zillowstatic.com/p_c/IS6qr4kxmabc031000000000.jpg,images/img_6154.jpg
6155,149900.0,https://photos.zillowstatic.com/p_c/ISa9hkhe8pc6os1000000000.jpg,images/img_6155.jpg
6156,140000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6157,245000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6158,265000.0,https://photos.zillowstatic.com/p_c/IS6m0xcwn2dloo1000000000.jpg,images/img_6158.jpg
6159,395000.0,https://photos.zillowstatic.com/p_c/ISql9vzu0eiea51000000000.jpg,images/img_6159.jpg
6160,204000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6161,94900.0,https://photos.zillowstatic.com/p_c/ISn67wxsmsbd6p1000000000.jpg,images/img_6161.jpg
6162,252000.0,https://photos.zillowstatic.com/p_c/ISyz19vr48tzye1000000000.jpg,images/img_6162.jpg
6163,342000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6164,400000.0,https://photos.zillowstatic.com/p_c/ISeona359pyg651000000000.jpg,images/img_6164.jpg
6165,265500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6166,116100.0,https://photos.zillowstatic.com/p_c/IS2fofw9v6st140000000000.jpg,images/img_6166.jpg
6167,314900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6168,215000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6169,430000.0,https://photos.zillowstatic.com/p_c/ISqlhtvc5ajfcb1000000000.jpg,images/img_6169.jpg
6170,184900.0,https://photos.zillowstatic.com/p_c/ISq59ss9o67sup0000000000.jpg,images/img_6170.jpg
6171,186000.0,https://photos.zillowstatic.com/p_c/ISfglb8l8td8fp0000000000.jpg,images/img_6171.jpg
6172,136290.0,https://photos.zillowstatic.com/p_c/ISmm7biwvl8q9i0000000000.jpg,images/img_6172.jpg
6173,122500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6174,200000.0,https://photos.zillowstatic.com/p_c/IS2fsu244mqhgq1000000000.jpg,images/img_6174.jpg
6175,204500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6176,2000.0,https://photos.zillowstatic.com/p_c/ISt4jexpua3oq80000000000.jpg,images/img_6176.jpg
6177,371250.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6178,319900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6179,137000.0,https://photos.zillowstatic.com/p_c/IS1bhv8ndqt3b30000000000.jpg,images/img_6179.jpg
6180,220000.0,https://photos.zillowstatic.com/p_c/ISu828gkme4zlb1000000000.jpg,images/img_6180.jpg
6181,324450.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6182,200000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6183,375059.0,https://photos.zillowstatic.com/p_c/ISeg5nm7z41o160000000000.jpg,images/img_6183.jpg
6184,412698.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6185,214000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6186,275000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6187,192500.0,https://photos.zillowstatic.com/p_c/ISe4olw03hxtpw1000000000.jpg,images/img_6187.jpg
6188,309000.0,https://photos.zillowstatic.com/p_c/IS2ne9vjiit4bw0000000000.jpg,images/img_6188.jpg
6189,280000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6190,247500.0,https://photos.zillowstatic.com/p_c/ISlko3ptbuuy77.jpg,images/img_6190.jpg
6191,329900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6192,205000.0,https://photos.zillowstatic.com/p_c/ISif3spha1lhid1000000000.jpg,images/img_6192.jpg
6193,464000.0,https://photos.zillowstatic.com/p_c/ISus1tvor7jn5o1000000000.jpg,images/img_6193.jpg
6194,205006.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6195,26000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6196,206500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6197,396978.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6198,400600.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6199,237000.0,https://photos.zillowstatic.com/p_c/ISatcmj8s92tzs0000000000.jpg,images/img_6199.jpg
6200,369900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6201,186000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6202,205800.0,https://photos.zillowstatic.com/p_c/ISifj0fzo3ah7n0000000000.jpg,images/img_6202.jpg
6203,365000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6204,205000.0,https://photos.zillowstatic.com/p_c/ISmmbacyh58dqw1000000000.jpg,images/img_6204.jpg
6205,260000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6206,175000.0,https://photos.zillowstatic.com/p_c/ISadwqzppp5egc0000000000.jpg,images/img_6206.jpg
6207,432900.0,https://photos.zillowstatic.com/p_c/ISmq2yffbm4fv51000000000.jpg,images/img_6207.jpg
6208,296000.0,https://photos.zillowstatic.com/p_c/ISij6l51u7qzam0000000000.jpg,images/img_6208.jpg
6209,365200.0,https://photos.zillowstatic.com/p_c/IS1ops2sy6e0bz7.jpg,images/img_6209.jpg
6210,464619.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6211,410000.0,https://photos.zillowstatic.com/p_c/IS3j3us9fnrod71000000000.jpg,images/img_6211.jpg
6212,237000.0,https://photos.zillowstatic.com/p_c/IShfft651aanea0000000000.jpg,images/img_6212.jpg
6213,190000.0,https://photos.zillowstatic.com/p_c/IS-4iud4rezipnh.jpg,images/img_6213.jpg
6214,253000.0,https://photos.zillowstatic.com/p_c/ISe8zo97hc2meu1000000000.jpg,images/img_6214.jpg
6215,245000.0,https://photos.zillowstatic.com/p_c/IS6anadviv0wuq1000000000.jpg,images/img_6215.jpg
6216,550000.0,https://photos.zillowstatic.com/p_c/ISu8ic2dw27rst0000000000.jpg,images/img_6216.jpg
6217,200000.0,https://photos.zillowstatic.com/p_c/ISadkx0u6cbkdn0000000000.jpg,images/img_6217.jpg
6218,275000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6219,175000.0,https://photos.zillowstatic.com/p_c/ISq12wja9xiwto1000000000.jpg,images/img_6219.jpg
6220,298000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6221,253000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6222,192000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6223,275000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6224,171000.0,https://photos.zillowstatic.com/p_c/ISad8c49s5g3ff0000000000.jpg,images/img_6224.jpg
6225,352155.0,https://photos.zillowstatic.com/p_c/IS-1pknivlxejn19.jpg,images/img_6225.jpg
6226,239000.0,https://photos.zillowstatic.com/p_c/ISyr35ndxecigb1000000000.jpg,images/img_6226.jpg
6227,155000.0,https://photos.zillowstatic.com/p_c/ISi3i3jnd06s501000000000.jpg,images/img_6227.jpg
6228,469900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6229,211000.0,https://photos.zillowstatic.com/p_c/ISu4b40zo61sph0000000000.jpg,images/img_6229.jpg
6230,535000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6231,235000.0,https://photos.zillowstatic.com/p_c/ISli0r2wwiu7h61000000000.jpg,images/img_6231.jpg
6232,165500.0,https://photos.zillowstatic.com/p_c/ISat4gthahvucs0000000000.jpg,images/img_6232.jpg
6233,237400.0,https://photos.zillowstatic.com/p_c/ISydd2vxfon63n.jpg,images/img_6233.jpg
6234,164000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6235,219900.0,https://photos.zillowstatic.com/p_c/IS6qja3ixmtjp71000000000.jpg,images/img_6235.jpg
6236,226000.0,https://photos.zillowstatic.com/p_c/IShji2vxtl85mt0000000000.jpg,images/img_6236.jpg
6237,468768.0,https://photos.zillowstatic.com/p_c/ISy31zluqokt160000000000.jpg,images/img_6237.jpg
6238,312000.0,https://photos.zillowstatic.com/p_c/ISb1vld8qsv0800000000000.jpg,images/img_6238.jpg
6239,225000.0,https://photos.zillowstatic.com/p_c/ISeko8zffnfqdl0000000000.jpg,images/img_6239.jpg
6240,4000.0,https://photos.zillowstatic.com/p_c/ISyz5olds4nb8s1000000000.jpg,images/img_6240.jpg
6241,172200.0,https://photos.zillowstatic.com/p_c/ISa1jkwchqzwam0000000000.jpg,images/img_6241.jpg
6242,210000.0,https://photos.zillowstatic.com/p_c/ISyng0pg7nn56s1000000000.jpg,images/img_6242.jpg
6243,230000.0,https://photos.zillowstatic.com/p_c/ISbs02x5amv6w3.jpg,images/img_6243.jpg
6244,237500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6245,160000.0,https://photos.zillowstatic.com/p_c/ISe0pnjnzrvjp71000000000.jpg,images/img_6245.jpg
6246,191000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6247,187900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6248,269000.0,https://photos.zillowstatic.com/p_c/ISuc9ow60xwny50000000000.jpg,images/img_6248.jpg
6249,209000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6250,168000.0,https://photos.zillowstatic.com/p_c/ISts9n4m9fh2ru1000000000.jpg,images/img_6250.jpg
6251,188000.0,https://photos.zillowstatic.com/p_c/ISuoes4kbzkv7d0000000000.jpg,images/img_6251.jpg
6252,242500.0,https://photos.zillowstatic.com/p_c/ISivjje5hwavr70000000000.jpg,images/img_6252.jpg
6253,138900.0,https://photos.zillowstatic.com/p_c/ISmulvx39zpgms1000000000.jpg,images/img_6253.jpg
6254,218500.0,https://photos.zillowstatic.com/p_c/IS2jvnahhluun71000000000.jpg,images/img_6254.jpg
6255,234000.0,https://photos.zillowstatic.com/p_c/ISesar27t8gs381000000000.jpg,images/img_6255.jpg
6256,174000.0,https://photos.zillowstatic.com/p_c/ISe8fl9dki2qwn1000000000.jpg,images/img_6256.jpg
6257,238500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6258,244900.0,https://photos.zillowstatic.com/p_c/ISuwskq91kf5tr1000000000.jpg,images/img_6258.jpg
6259,206000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6260,55000.0,https://photos.zillowstatic.com/p_c/ISaxzqtmnayqij0000000000.jpg,images/img_6260.jpg
6261,385000.0,https://photos.zillowstatic.com/p_c/IS-17f6p9w42w6zh.jpg,images/img_6261.jpg
6262,167000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6263,124900.0,https://photos.zillowstatic.com/p_c/IS2n2oyus2ir7h0000000000.jpg,images/img_6263.jpg
6264,200000.0,https://photos.zillowstatic.com/p_c/ISinxsgp1t3cmf0000000000.jpg,images/img_6264.jpg
6265,260000.0,https://photos.zillowstatic.com/p_c/ISrtflao5tcdr11000000000.jpg,images/img_6265.jpg
6266,269000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6267,257500.0,https://photos.zillowstatic.com/p_c/ISe8z8psbtwd4p0000000000.jpg,images/img_6267.jpg
6268,205000.0,https://photos.zillowstatic.com/p_c/ISu8y4zdutgmjk1000000000.jpg,images/img_6268.jpg
6269,355111.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6270,168600.0,https://photos.zillowstatic.com/p_c/IS2b1rqh4zmsfa0000000000.jpg,images/img_6270.jpg
6271,275900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
6272,312000.0,https://photos.zillowstatic.com/p_c/ISmi89qkojmptx1000000000.jpg,images/img_6272.jpg
6273,242400.0,https://photos.zillowstatic.com/p_c/IS2jbskcdngegx0000000000.jpg,images/img_6273.jpg
6274,284900.0,https://photos.zillowstatic.com/p_c/IS6il6v3q79xjz0000000000.jpg,images/img_6274.jpg
6275,219000.0,https://photos.zillowstatic.com/p_c/ISa91cgnqepih11000000000.jpg,images/img_6275.jpg
6276,397465.0,https://photos.zillowstatic.com/p_c/ISybr4im77g4011000000000.jpg,images/img_6276.jpg
6277,207000.0,https://photos.zillowstatic.com/p_c/IS-1iqiwgc925x7h.jpg,images/img_6277.jpg
6278,144000.0,https://photos.zillowstatic.com/p_c/ISifftuvt4u3x51000000000.jpg,images/img_6278.jpg
6279,299000.0,https://photos.zillowstatic.com/p_c/ISmiwnxu0czv2g0000000000.jpg,images/img_6279.jpg
